loc_rowid,pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,sy_dist,sy_disterr1,sy_disterr2
1195,HD 80913 b,HD 80913,1,1,2022,10839.83341000,2660.45783000,-1973.20021000,0,9.950000,1.683000,-1.410000,0,12.000,,,0,7505.20000,1142.27529,-1227.13548,0,61.3603000,0.0839000,-0.0837000
1196,HD 81040 b,HD 81040,1,1,2005,1004.70000000,3.00000000,-3.00000000,0,1.946000,0.014000,-0.014000,0,12.600,,,0,2393.24790,10.17051,-10.17051,0,34.4341000,0.0777000,-0.0773000
1197,HD 81688 b,HD 81688,1,1,2007,183.93000000,0.09000000,-0.09000000,0,0.648000,0.000000,0.000000,0,13.500,,,0,525.68819,17.16273,-17.48056,0,85.7183000,0.7869500,-0.7869500
1198,HD 81817 b,HD 81817,1,2,2020,1021.20159000,13.88370000,-9.89130000,0,3.233000,0.125000,-0.131000,0,12.000,,,0,7668.56380,3097.87348,-219.61943,0,269.1260000,23.2370000,-19.8650000
1199,HD 81817 c,HD 81817,1,2,2022,622.97802000,2.01914000,-2.12035000,0,2.325000,0.087000,-0.095000,0,12.000,,,0,7185.78245,590.84301,-596.24609,0,269.1260000,23.2370000,-19.8650000
1200,HD 82886 b,HD 82886,1,1,2011,705.00000000,34.00000000,-34.00000000,0,1.580000,0.080000,-0.080000,0,13.300,,,0,740.54390,104.88390,-104.88390,0,127.0610000,1.1220000,-1.1030000
1201,HD 82943 b,HD 82943,1,2,2003,441.47000000,0.35000000,-0.35000000,0,1.183060,0.000620,-0.000620,0,13.500,,,0,534.25000,8.89900,-8.89900,0,27.5902000,0.0291000,-0.0290000
1202,HD 82943 c,HD 82943,1,2,2003,220.07800000,0.05100000,-0.05100000,0,0.743450,0.000120,-0.000120,0,13.400,,,0,622.60300,14.93700,-14.93700,0,27.5902000,0.0291000,-0.0290000
1203,HD 8326 b,HD 8326,1,1,2019,158.99100000,1.44000000,-1.44000000,0,0.533000,0.011000,-0.011000,0,9.580,,,0,66.60000,19.60000,-19.60000,0,30.6862000,0.0442000,-0.0441000
1204,HD 83443 b,HD 83443,1,2,2002,2.98562800,0.00000500,-0.00000500,0,0.040600,0.000400,-0.000400,0,14.100,,,0,127.76702,2.54263,-2.54263,0,40.8991000,0.0628000,-0.0626000
1205,HD 83443 c,HD 83443,1,2,2022,8241.00000000,1019.00000000,-530.00000000,0,8.000000,0.800000,-0.800000,0,13.600,,,0,476.74261,158.91420,-63.56568,0,40.8991000,0.0628000,-0.0626000
1206,HD 8535 b,HD 8535,2,1,2010,1313.00000000,28.00000000,-28.00000000,0,2.450000,0.040000,-0.060000,0,14.000,,,0,216.12440,22.24810,-12.71320,0,55.4401000,0.0961000,-0.0957000
1207,HD 85390 b,HD 85390,1,1,2009,799.52000000,2.41000000,-2.41000000,0,1.373000,0.035000,-0.035000,0,6.160,,,0,31.46517,3.17830,-3.17830,0,33.5225000,0.0430000,-0.0429000
1208,HD 8574 b,HD 8574,1,1,2002,227.00000000,0.20000000,-0.20000000,0,0.760000,0.010000,-0.010000,0,13.400,,,0,645.19490,44.49620,-44.49620,0,44.8264000,0.0940000,-0.0936000
1209,HD 86065 b,HD 86065,1,1,2022,25775.78859000,13279.46721000,-9595.00303000,0,15.947000,4.799000,-4.381000,0,12.500,,,0,2877.30057,854.95841,-815.86552,0,40.3661000,0.0557000,-0.0555000
1210,HD 86081 b,HD 86081,2,1,2006,2.13784310,0.00000310,-0.00000310,0,0.034600,0.002700,-0.002700,0,13.600,,,0,470.38840,73.10090,-73.10090,0,103.9360000,0.5570000,-0.5510000
1211,HD 86226 b,HD 86226,1,2,2009,1628.00000000,22.00000000,-21.00000000,0,2.730000,0.060000,-0.060000,0,14.300,,,0,143.02350,12.71320,-15.89150,0,45.6830000,0.1053000,-0.1048000
1212,HD 86226 c,HD 86226,1,2,2020,3.98442000,0.00018000,-0.00018000,0,0.049000,0.001000,-0.001000,0,2.160,0.080,-0.080,0,7.25000,1.19000,-1.12000,0,45.6830000,0.1053000,-0.1048000
1213,HD 86264 b,HD 86264,1,1,2009,1488.79123000,58.01645000,-46.45772000,0,2.763000,0.145000,-0.155000,0,12.500,,,0,3117.26102,3741.79384,-608.95923,0,67.8107000,0.2753000,-0.2731000
1214,HD 8673 b,HD 8673,2,1,2009,1644.69097000,10.98617000,-15.69616000,0,2.970000,0.147000,-0.171000,0,12.300,,,0,4210.59074,536.49435,-450.04502,0,37.8619000,0.0543000,-0.0541000
1215,HD 86950 b,HD 86950,1,1,2016,1270.00000000,57.00000000,-57.00000000,0,2.720000,0.080000,-0.080000,0,13.000,,,0,1144.18800,222.48100,-222.48100,0,209.8390000,1.9600000,-1.9250000
1216,HD 87646 b,HD 87646,3,1,2016,13.48100000,0.00100000,-0.00100000,0,0.117000,0.003000,-0.003000,0,12.400,,,0,3941.09200,222.48100,-222.48100,0,73.5835200,8.5549600,-8.5549600
1217,HD 87883 b,HD 87883,1,1,2009,3309.22118000,27.48456000,-30.46482000,0,4.055000,0.147000,-0.161000,0,12.800,,,0,1719.13385,149.06152,-201.82104,0,18.2912000,0.0125000,-0.0124000
1218,HD 88072 b,HD 88072,1,1,2022,18538.79293000,8925.77796000,-3716.76086000,0,13.895000,4.140000,-2.029000,0,12.600,,,0,2511.79790,485.32398,-319.73538,0,35.9098000,0.0689000,-0.0686000
1219,HD 88133 b,HD 88133,1,1,2004,3.41488400,0.00003000,-0.00003000,0,0.047900,0.003300,-0.003300,0,13.800,,,0,324.18660,193.87630,-88.99240,0,73.6123000,0.3053000,-0.3029000
1220,HD 88986 b,HD 88986,1,1,2023,146.05000000,0.43000000,-0.40000000,0,0.580000,0.040000,-0.040000,0,2.490,0.180,-0.180,0,17.20000,4.00000,-3.80000,0,33.2673000,0.0459000,-0.0459000
1221,HD 89307 b,HD 89307,1,1,2009,2166.00000000,38.00000000,-38.00000000,0,3.270000,0.070000,-0.070000,0,13.400,,,0,642.01338,85.81367,-47.67426,0,32.0104000,0.0528000,-0.0526000
1222,HD 89345 b,HD 89345,1,1,2018,11.81430000,0.00020000,-0.00020000,0,0.106600,0.001200,-0.001400,0,7.398,0.314,-0.336,0,34.96130,5.40311,-5.72094,0,132.3450000,0.8080000,-0.7990000
1223,HD 89744 b,HD 89744,2,1,1999,256.78000000,0.02000000,-0.02000000,0,0.917000,0.009000,-0.009000,0,12.600,,,0,2653.88050,57.20940,-57.20940,0,38.6364000,0.1080000,-0.1074000
1224,HD 89839 b,HD 89839,1,1,2023,3441.00000000,18.00000000,-17.00000000,0,4.761000,0.042000,-0.042000,0,12.900,,,0,1592.32032,251.08444,-241.54959,0,57.3063000,0.1099000,-0.1094000
1225,HD 90156 b,HD 90156,1,1,2009,49.77000000,0.07000000,-0.07000000,0,0.250000,0.004000,-0.004000,0,4.430,,,0,17.98000,1.46000,-1.46000,0,21.9496000,0.0170000,-0.0169000
1226,HD 9174 b,HD 9174,1,1,2016,1179.00000000,34.00000000,-34.00000000,0,2.200000,0.090000,-0.090000,0,13.700,,,0,352.79130,44.49620,-44.49620,0,81.4893000,0.3063000,-0.3042000
1227,HD 92788 b,HD 92788,1,2,2000,325.80300000,0.03652500,-0.03652500,0,0.970000,0.020000,-0.020000,0,13.000,,,0,1195.04080,50.85280,-47.67450,0,34.6538000,0.0597000,-0.0596000
1228,HD 92788 c,HD 92788,1,2,2019,11611.29750000,5055.06000000,-905.82000000,0,10.500000,2.900000,-0.550000,0,13.000,,,0,1166.43610,95.34900,-79.45750,0,34.6538000,0.0597000,-0.0596000
1229,HD 93083 b,HD 93083,1,1,2005,143.58000000,0.60000000,-0.60000000,0,0.477000,,,0,13.400,,,0,117.59000,,,0,28.5159000,0.0397000,-0.0397000
1230,HD 93351 b,HD 93351,1,2,2022,2.45946000,0.00017000,-0.00011000,0,0.035000,0.001000,-0.002000,0,1.690,,,0,3.49611,0.63566,-0.95349,0,56.1630000,0.1261000,-0.1257000
1231,HD 93351 c,HD 93351,1,2,2022,14010.29410000,5932.28835000,-1538.69000000,0,11.154000,2.956000,-0.949000,0,12.300,,,0,4154.01728,633.43202,-432.56446,0,56.1630000,0.1261000,-0.1257000
1232,HD 93385 b,HD 93385,1,3,2021,7.34260000,0.00120000,-0.00120000,0,0.075600,0.001300,-0.001300,0,1.880,,,0,4.20000,0.50000,-0.50000,0,43.3475000,0.0649000,-0.0648000
1233,HD 93385 c,HD 93385,1,3,2021,13.18000000,0.00300000,-0.00300000,0,0.112000,0.002000,-0.002000,0,2.560,,,0,7.10000,0.60000,-0.60000,0,43.3475000,0.0649000,-0.0648000
1234,HD 93385 d,HD 93385,1,3,2021,45.85000000,0.05000000,-0.05000000,0,0.256500,0.004300,-0.004300,0,2.890,,,0,8.70000,0.90000,-0.90000,0,43.3475000,0.0649000,-0.0648000
1235,HD 93963 A b,HD 93963 A,2,2,2022,1.03761090,0.00000850,-0.00000850,0,0.020610,0.000400,-0.000400,0,1.470,0.073,-0.066,0,2.80000,2.30000,-2.30000,0,82.3432000,0.3932000,-0.3896000
1236,HD 93963 A c,HD 93963 A,2,2,2022,3.64513890,0.00000440,-0.00000440,0,0.047260,0.000800,-0.000900,0,3.120,0.135,-0.104,0,18.40000,3.20000,-3.10000,0,82.3432000,0.3932000,-0.3896000
1237,HD 9446 b,HD 9446,1,2,2009,30.05200000,0.02700000,-0.02700000,0,0.189000,0.006000,-0.006000,0,14.000,,,0,222.47200,19.06900,-19.06900,0,50.3503000,0.3538000,-0.3490000
1238,HD 9446 c,HD 9446,1,2,2009,192.90000000,0.90000000,-0.90000000,0,0.654000,0.022000,-0.022000,0,13.400,,,0,578.42600,54.02880,-54.02880,0,50.3503000,0.3538000,-0.3490000
1239,HD 94771 b,HD 94771,1,1,2023,2164.00000000,21.00000000,-20.00000000,0,3.480000,0.030000,-0.030000,0,14.200,,,0,169.00000,9.00000,-9.00000,0,57.7807000,0.1205000,-0.1199000
1240,HD 94834 b,HD 94834,1,1,2018,1576.00000000,76.00000000,-76.00000000,0,2.740000,0.180000,-0.180000,0,13.700,,,0,400.46580,54.03110,-54.03110,0,98.1609000,0.6436000,-0.6436000
1241,HD 95086 b,HD 95086,1,1,2013,,,,,55.700000,2.500000,-2.500000,0,12.900,,,0,1589.00000,636.00000,-636.00000,0,86.2279000,0.2443000,-0.2431000
1242,HD 95089 b,HD 95089,1,2,2009,464.40000000,3.80000000,-3.80000000,0,1.360000,0.130000,-0.130000,0,13.700,,,0,400.46580,27.01555,-27.01555,0,136.9570000,1.9550000,-1.9550000
1243,HD 95089 c,HD 95089,1,2,2018,1785.00000000,32.00000000,-32.00000000,0,3.330000,0.310000,-0.310000,0,13.100,,,0,1096.51350,44.49620,-44.49620,0,136.9570000,1.9550000,-1.9550000
1244,HD 95127 b,HD 95127,1,1,2015,482.00000000,5.00000000,-5.00000000,0,1.280000,0.080000,-0.080000,0,12.400,,,0,3378.53290,2561.70980,-2561.70980,0,676.5790000,45.1145000,-45.1145000
1245,HD 95338 b,HD 95338,1,1,2020,55.08700000,0.02000000,-0.02000000,0,0.262000,0.002000,-0.002000,0,3.890,0.190,-0.200,0,42.44000,2.22000,-2.08000,0,36.9941000,0.0689000,-0.0687000
1246,HD 95544 b,HD 95544,1,1,2021,2041.54152000,262.59531000,-184.27313000,0,3.166000,0.294000,-0.250000,0,12.800,,,0,1913.64484,513.61071,-81.99973,0,87.8049000,0.2031000,-0.2022000
1247,HD 95735 c,GJ 411,1,2,2021,2946.00000000,210.00000000,-180.00000000,0,2.940000,0.140000,-0.120000,0,3.760,,,0,13.60000,2.40000,-2.30000,0,5.6757730,0.0059099,-0.0059099
1248,HD 95872 b,HD 95872,1,1,2015,4375.00000000,170.00000000,-170.00000000,0,5.150000,0.160000,-0.160000,0,13.000,,,0,1188.68420,295.58190,-295.58190,0,72.2195000,0.1792000,-0.1784000
1249,HD 96063 b,HD 96063,1,1,2011,362.50000000,2.20000000,-2.20000000,0,1.110000,0.140000,-0.140000,0,13.700,,,0,403.64410,85.81410,-85.81410,0,140.0650000,1.3260000,-1.3260000
1250,HD 96127 b,HD 96127,1,1,2011,647.29999000,17.00000000,-17.00000000,0,1.420000,0.130000,-0.130000,0,12.100,,,0,6661.71680,4128.61170,-4128.61170,0,587.6590000,25.4550000,-25.4550000
1251,HD 96167 b,HD 96167,2,1,2009,498.04000000,0.76000000,-0.76000000,0,1.332000,0.098000,-0.098000,0,14.000,,,0,227.88411,12.71320,-12.71320,0,85.3006000,0.4163000,-0.4123000
1252,HD 96700 b,HD 96700,1,3,2021,8.12450000,0.00060000,-0.00060000,0,0.077700,0.001300,-0.001300,0,2.930,,,0,8.90000,0.40000,-0.40000,0,25.4111000,0.0284000,-0.0283000
1253,HD 96700 c,HD 96700,1,3,2021,19.88000000,0.01000000,-0.01000000,0,0.141000,0.002000,-0.002000,0,1.690,,,0,3.50000,0.40000,-0.40000,0,25.4111000,0.0284000,-0.0283000
1254,HD 96700 d,HD 96700,1,3,2021,103.50000000,0.10000000,-0.10000000,0,0.424000,0.007000,-0.007000,0,3.610,,,0,12.70000,1.00000,-1.00000,0,25.4111000,0.0284000,-0.0283000
1255,HD 96992 b,HD 96992,1,1,2021,514.00000000,4.00000000,-4.00000000,0,1.240000,0.050000,-0.050000,0,13.700,,,0,362.32620,98.52730,-98.52730,0,396.0820000,14.9565000,-14.9565000
1256,HD 97037 b,HD 97037,1,1,2022,6449.08337000,141.95600000,-153.98638000,0,6.925000,0.283000,-0.318000,0,12.100,,,0,6707.76853,622.94368,-657.90480,0,32.4130000,0.0575000,-0.0572000
1257,HD 97048 b,HD 97048,1,1,2019,,,,,130.000000,,,0,13.300,,,0,794.57500,158.91500,-158.91500,0,183.8570000,1.3310000,-1.3130000
1258,HD 97658 b,HD 97658,1,1,2010,9.48971160,0.00000080,-0.00000080,0,0.080500,0.001000,-0.001100,0,2.120,0.060,-0.060,0,8.30000,1.10000,-1.10000,0,21.5618000,0.0254000,-0.0253000
1259,HD 98219 b,HD 98219,1,1,2011,433.80000000,2.00000000,-2.00000000,0,1.260000,0.120000,-0.120000,0,13.400,,,0,624.21812,31.46517,-31.46517,0,113.7040000,0.5780000,-0.5780000
1260,HD 98649 b,HD 98649,1,1,2012,5697.30430000,326.53593000,-287.04400000,0,6.297000,0.338000,-0.336000,0,12.600,,,0,2665.30902,625.16848,-452.90548,0,42.1727000,0.0878000,-0.0875000
1261,HD 98736 b,HD 98736,2,1,2018,968.80000000,2.20000000,-2.20000000,0,1.864000,0.091000,-0.091000,0,13.300,,,0,740.54390,247.90740,-247.90740,0,32.4459000,0.0646000,-0.0644000
1262,HD 99109 b,HD 99109,1,1,2005,439.29999000,5.60000000,-5.60000000,0,1.110000,0.020000,-0.020000,0,14.300,,,0,139.84520,25.42640,-25.42640,0,54.7901000,0.1672000,-0.1662000
1263,HD 99283 b,HD 99283,1,1,2021,310.40000000,5.20000000,-1.70000000,0,1.080000,0.050000,-0.070000,0,13.800,,,0,308.29355,19.06970,-79.45710,0,111.0930000,0.7190000,-0.7100000
1264,HD 99492 b,HD 99492,2,2,2004,17.05030000,0.00160000,-0.00160000,0,0.120000,0.000000,0.000000,0,5.440,,,0,25.50000,0.60000,-0.60000,0,18.2038000,0.0581000,-0.0577000
1265,HD 99492 c,HD 99492,2,2,2023,95.23300000,0.09800000,-0.09600000,0,,,,,4.420,,,0,17.90000,1.30000,-1.30000,0,18.2038000,0.0581000,-0.0577000
1266,HD 99706 b,HD 99706,1,2,2011,841.00000000,32.00000000,-32.00000000,0,1.980000,0.140000,-0.140000,0,13.700,,,0,390.93090,60.38770,-60.38770,0,146.6000000,1.1220000,-1.1220000
1267,HD 99706 c,HD 99706,1,2,2018,1278.00000000,151.00000000,-198.00000000,0,,,,,12.800,,,0,1808.45270,454.49690,-305.11680,0,146.6000000,1.1220000,-1.1220000
1268,HIP 105854 b,HIP 105854,1,1,2014,184.20000000,0.50000000,-0.50000000,0,0.810000,0.030000,-0.030000,0,12.600,,,0,2606.10000,63.60000,-63.60000,0,78.6381000,0.7437000,-0.7437000
1269,HIP 107772 b,HIP 107772,1,1,2020,55.19900000,0.08300000,-0.08300000,0,0.243000,0.011000,-0.011000,0,3.640,,,0,12.90000,3.00000,-3.00000,0,23.6434000,0.0243000,-0.0242000
1270,HIP 107773 b,HIP 107773,1,1,2015,144.30000000,0.50000000,-0.50000000,0,0.720000,0.030000,-0.030000,0,13.400,,,0,629.30340,66.74430,-66.74430,0,105.1800000,0.8110000,-0.8110000
1271,HIP 109384 b,HIP 109384,1,1,2016,499.48000000,0.32000000,-0.32000000,0,1.134000,0.029000,-0.029000,0,13.500,,,0,495.81480,25.42640,-25.42640,0,58.9582000,0.1187000,-0.1183000
1272,HIP 109600 b,HIP 109600,2,1,2016,232.08000000,0.15000000,-0.15000000,0,0.706000,0.016000,-0.016000,0,13.200,,,0,851.78440,38.13960,-38.13960,0,66.3361000,0.1917000,-0.1906000
1273,HIP 113103 b,HIP 113103,1,2,2023,7.61030300,0.00001800,-0.00001800,0,0.068990,0.000290,-0.000230,0,1.829,0.096,-0.067,0,4.00000,,,0,46.2122000,0.0864000,-0.0860000
1274,HIP 113103 c,HIP 113103,1,2,2023,14.24564800,0.00001900,-0.00001900,0,0.104790,0.000450,-0.000350,0,2.400,0.100,-0.080,0,6.35000,,,0,46.2122000,0.0864000,-0.0860000
1275,HIP 114933 b,HIP 114933,1,1,2021,1481.60000000,61.70000000,-61.70000000,0,2.840000,0.090000,-0.090000,0,13.400,,,0,616.58711,63.56568,-63.56568,0,101.7660000,0.5300000,-0.5300000
1276,HIP 116454 b,HIP 116454,2,1,2014,9.10041570,0.00000410,-0.00000450,0,0.079200,0.001100,-0.001000,0,2.469,0.100,-0.091,0,9.70000,1.20000,-1.20000,0,62.4491000,0.1831000,-0.1820000
1277,HIP 12961 b,HIP 12961,1,1,2010,57.43500000,0.04200000,-0.04200000,0,0.250000,0.010000,-0.010000,0,13.200,,,0,114.41880,22.24810,-22.24810,0,23.3710000,0.0185000,-0.0184000
1278,HIP 14810 b,HIP 14810,1,3,2005,6.67389200,0.00000800,-0.00000800,0,0.069600,0.004400,-0.004400,0,13.000,,,0,1239.53700,155.73670,-155.73670,0,50.4800000,0.1156000,-0.1151000
1279,HIP 14810 c,HIP 14810,1,3,2006,147.74700000,0.02900000,-0.02900000,0,0.549000,0.034000,-0.034000,0,13.600,,,0,416.35730,57.20940,-57.20940,0,50.4800000,0.1156000,-0.1151000
1280,HIP 14810 d,HIP 14810,1,3,2009,981.80000000,6.90000000,-6.90000000,0,1.940000,0.130000,-0.130000,0,14.100,,,0,187.51970,31.78300,-31.78300,0,50.4800000,0.1156000,-0.1151000
1281,HIP 19976 b,HIP 19976,1,1,2022,50.65905000,0.06282000,-0.07830000,0,0.234000,0.009000,-0.010000,0,4.940,,,0,21.61233,2.86046,-5.08525,0,40.2707000,0.0428000,-0.0427000
1282,HIP 21152 b,HIP 21152,2,1,2022,22000.00000000,11000.00000000,-5800.00000000,0,17.000000,5.000000,-4.000000,0,12.000,,,0,7627.88177,1906.97044,-1271.31363,0,43.4073000,0.1311000,-0.1303000
1283,HIP 29442 c,HD 42813,1,3,2023,3.53795590,0.00000820,-0.00000820,0,0.045180,0.000820,-0.000820,0,1.551,0.045,-0.045,0,4.50000,0.32000,-0.32000,0,68.1920000,0.1772000,-0.1763000
1284,HIP 29442 d,HD 42813,1,3,2023,6.42957500,0.00002600,-0.00002600,0,0.067300,0.001200,-0.001200,0,1.538,0.049,-0.049,0,5.14000,0.41000,-0.41000,0,68.1920000,0.1772000,-0.1763000
1285,HIP 34222 b,HIP 34222,1,1,2021,159.98600000,2.67530000,-2.92560000,0,0.492000,,,0,13.900,,,0,263.79758,,,0,22.8386000,0.0270000,-0.0269000
1286,HIP 35173 b,HIP 35173,1,1,2019,41.51600000,0.07700000,-0.07700000,0,0.217000,0.004000,-0.004000,0,3.610,,,0,12.70000,2.70000,-2.70000,0,33.1562000,0.0641000,-0.0638000
1287,HIP 35965 b,HIP 35965,1,1,2022,26125.56497000,13613.39551000,-10171.69978000,0,15.898000,5.059000,-4.506000,0,12.600,,,0,2589.98369,1374.29003,-970.96578,0,50.1677000,0.0522000,-0.0520000
1288,HIP 38594 b,HIP 38594,2,2,2020,60.72200000,0.12200000,-0.12200000,0,0.256000,0.003000,-0.003000,0,2.770,,,0,8.10000,1.70000,-1.70000,0,17.7886000,0.0095000,-0.0095000
1289,HIP 38594 c,HIP 38594,2,2,2020,3477.76800000,229.00100000,-229.00100000,0,3.805000,0.172000,-0.172000,0,7.940,,,0,48.40000,7.40000,-7.40000,0,17.7886000,0.0095000,-0.0095000
1290,HIP 39017 b,HIP 39017,1,1,2024,31000.00000000,19000.00000000,-9500.00000000,0,22.100000,8.000000,-8.000000,0,12.000,,,0,7500.75041,2892.23850,-2351.93021,0,66.3217000,0.2047000,-0.2035000
1291,HIP 41378 b,HIP 41378,1,5,2016,15.57209800,0.00001800,-0.00001900,0,,,,,2.443,0.138,-0.138,0,6.54000,,,0,106.2890000,0.6760000,-0.6680000
1292,HIP 41378 c,HIP 41378,1,5,2016,31.70648000,0.00024000,-0.00019000,0,,,,,2.560,0.400,-0.400,0,7.08000,,,0,106.2890000,0.6760000,-0.6680000
1293,HIP 41378 d,HIP 41378,1,5,2016,1114.00000000,,,1,,,,,3.960,0.590,-0.590,0,14.90000,,,0,106.2890000,0.6760000,-0.6680000
1294,HIP 41378 e,HIP 41378,1,5,2016,131.00000000,61.00000000,-36.00000000,0,,,,,5.510,0.770,-0.770,0,26.00000,,,0,106.2890000,0.6760000,-0.6680000
1295,HIP 41378 f,HIP 41378,1,5,2016,1084.00000000,,,1,,,,,10.200,1.400,-1.400,0,74.00000,,,0,106.2890000,0.6760000,-0.6680000
1296,HIP 4845 b,HIP 4845,1,1,2020,34.15000000,0.04600000,-0.04600000,0,0.176000,0.007000,-0.007000,0,3.890,,,0,14.40000,3.00000,-3.00000,0,21.0974000,0.0178000,-0.0178000
1297,HIP 48714 b,HIP 48714,1,1,2020,17.81800000,0.00200000,-0.00200000,0,0.112000,0.001000,-0.001000,0,5.110,,,0,22.90000,2.80000,-2.80000,0,10.5298000,0.0043000,-0.0043000
1298,HIP 5158 b,HIP 5158,1,2,2009,345.72000000,5.37000000,-5.37000000,0,0.890000,,,0,13.600,,,0,451.00000,,,0,51.6026000,0.1043000,-0.1039000
1299,HIP 5158 c,HIP 5158,1,2,2011,9017.76000000,3180.74000000,-3180.74000000,0,7.700000,1.880000,-1.880000,0,12.200,,,0,4780.16320,3353.10650,-3353.10650,0,51.6026000,0.1043000,-0.1039000
1300,HIP 54373 b,HIP 54373,1,2,2019,7.76000000,0.00300000,-0.00300000,0,0.063000,0.001000,-0.001000,0,2.870,,,0,8.62000,1.84000,-1.84000,0,18.7168000,0.0164000,-0.0164000
1301,HIP 54373 c,HIP 54373,1,2,2019,15.14400000,0.00800000,-0.00800000,0,0.099000,0.002000,-0.002000,0,3.570,,,0,12.44000,2.11000,-2.11000,0,18.7168000,0.0164000,-0.0164000
1302,HIP 54597 b,HIP 54597,1,1,2023,3274.00000000,47.00000000,-46.00000000,0,4.000000,0.100000,-0.100000,0,13.300,,,0,762.78818,127.13136,-63.56568,0,39.7429000,0.0664000,-0.0663000
1303,HIP 55507 b,HIP 55507,1,1,2022,5138.43727000,887.26948000,-529.24741000,0,5.062000,0.596000,-0.467000,0,12.600,,,0,2585.53409,792.02839,-546.34703,0,25.4893000,0.0257000,-0.0256000
1304,HIP 56640 b,HIP 56640,1,1,2021,2675.57603000,183.35403000,-108.29793000,0,4.550000,0.221000,-0.150000,0,12.700,,,0,2151.69832,590.84301,-385.52586,0,122.3240000,0.5870000,-0.5810000
1305,HIP 57274 b,HIP 57274,1,3,2011,8.13520000,0.00400000,-0.00400000,0,0.070000,0.000000,0.000000,0,2.400,,,0,6.35660,3.17830,-3.17830,0,25.8618000,0.0337000,-0.0335000
1306,HIP 57274 c,HIP 57274,1,3,2011,32.03000000,0.02000000,-0.02000000,0,0.178000,,,0,14.200,,,0,130.00000,3.00000,-3.00000,0,25.8618000,0.0337000,-0.0335000
1307,HIP 57274 d,HIP 57274,1,3,2011,431.70000000,8.50000000,-8.50000000,0,1.010000,,,0,14.200,,,0,167.40000,8.00000,-8.00000,0,25.8618000,0.0337000,-0.0335000
1308,HIP 5763 b,HIP 5763,1,1,2021,30.01400000,0.15280000,-0.28420000,0,0.170000,,,0,14.200,,,0,162.09249,,,0,31.9043000,0.0420000,-0.0419000
1309,HIP 63242 b,HIP 63242,1,1,2013,124.60000000,,,0,0.565000,,,0,12.500,,,0,2917.56000,,,0,156.4560000,0.6995000,-0.6995000
1310,HIP 65 A b,HIP 65 A,2,1,2020,0.98097340,0.00000310,-0.00000310,0,0.017820,0.000200,-0.000210,0,22.754,6.837,-5.492,0,1021.18779,24.79074,-24.79074,0,61.7856000,0.0806000,-0.0804000
1311,HIP 65407 b,HIP 65407,1,2,2016,28.12500000,0.01900000,-0.01900000,0,0.177000,0.005000,-0.005000,0,14.300,,,0,136.03124,10.17056,-10.17056,0,61.7804000,0.1065000,-0.1062000
1312,HIP 65407 c,HIP 65407,1,2,2016,67.30000000,0.08000000,-0.08000000,0,0.316000,0.008000,-0.008000,0,13.900,,,0,249.17872,17.16282,-17.16282,0,61.7804000,0.1065000,-0.1062000
1313,HIP 65426 b,HIP 65426,1,1,2017,,,,,92.000000,,,0,16.814,1.121,-1.121,0,2860.47000,953.49000,-953.49000,0,108.8750000,0.7530000,-0.7420000
1314,HIP 65891 b,HIP 65891,1,1,2015,1079.55726000,20.64275000,-18.39667000,0,2.794000,0.093000,-0.098000,0,12.800,,,0,1871.37366,240.59610,-89.94544,0,150.2920000,0.6500000,-0.6440000
1315,HIP 66074 b,HIP 66074,1,1,2023,310.90000000,21.70000000,-17.70000000,0,0.799000,0.035000,-0.035000,0,12.900,,,0,1589.14204,635.65681,-635.65681,0,35.4438000,0.0261000,-0.0260000
1316,HIP 67522 b,HIP 67522,1,2,2020,6.95947310,0.00000220,-0.00000220,0,0.074800,0.001600,-0.001800,0,9.987,0.235,-0.224,0,71.40000,,,0,127.2800000,1.1050000,-1.0870000
1317,HIP 67522 c,HIP 67522,1,2,2024,14.33489200,0.00001200,-0.00001200,0,0.122800,0.004200,-0.005300,0,7.936,0.347,-0.359,0,48.30000,,,0,127.2800000,1.1050000,-1.0870000
1318,HIP 67537 b,HIP 67537,1,1,2017,2523.64713000,240.39054000,-94.43206000,0,4.807000,0.313000,-0.151000,0,12.300,,,0,4309.11754,1608.84740,-757.70292,0,116.0460000,0.6500000,-0.6500000
1319,HIP 67851 b,HIP 67851,1,2,2015,88.87622000,0.11842000,-0.11971000,0,0.482000,0.009000,-0.010000,0,13.500,,,0,498.35494,22.56582,-22.88365,0,64.1181000,0.1748000,-0.1748000
1320,HIP 67851 c,HIP 67851,1,2,2015,3923.66090000,616.24996000,-330.23316000,0,6.032000,0.651000,-0.362000,0,12.700,,,0,2204.77566,649.95909,-164.63511,0,64.1181000,0.1748000,-0.1748000
1321,HIP 70849 b,HIP 70849,2,1,2009,3649.00000000,18.00000000,-18.00000000,0,3.990000,0.060000,-0.070000,0,12.900,,,0,1430.22783,127.13136,-95.34852,0,24.0572000,0.0247500,-0.0247500
