loc_rowid,pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,sy_dist,sy_disterr1,sy_disterr2
127,CoRoTID 223977153 b,CoRoTID 223977153,1,1,2017,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,6.389,0.673,-0.560,0,47.67450,31.78300,-31.78300,0,576.6830000,10.4360000,-10.4360000
128,DE CVn b,DE CVn,2,1,2018,4098.10000000,131.50000000,-131.50000000,0,5.750000,2.020000,-2.020000,0,12.400,,,0,3823.27330,955.81833,-955.81833,0,30.5225000,0.0284000,-0.0285000
129,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,2013,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,11.900,,,0,9057.77000,603.85000,-603.85000,0,20.7700000,0.0800000,-0.0800000
130,DH Tau b,DH Tau,1,1,2004,,,,,330.000000,,,0,30.264,8.967,-8.967,0,3496.00000,3178.00000,-953.00000,0,134.8460000,1.2820000,-1.2580000
131,DMPP-1 b,DMPP-1,1,4,2019,18.57000000,0.01000000,-0.01000000,0,0.146200,0.001200,-0.001200,0,5.290,,,0,24.27000,1.16000,-1.59000,0,62.5388000,0.1782000,-0.1773000
132,DMPP-1 c,DMPP-1,1,4,2019,6.58400000,0.00300000,-0.00200000,0,0.073300,0.000600,-0.000700,0,3.060,,,0,9.60000,0.53000,-1.58000,0,62.5388000,0.1782000,-0.1773000
133,DMPP-1 d,DMPP-1,1,4,2019,2.88200000,0.00100000,-0.00100000,0,0.042200,0.000400,-0.000300,0,1.650,,,0,3.35000,0.38000,-0.34000,0,62.5388000,0.1782000,-0.1773000
134,DMPP-1 e,DMPP-1,1,4,2019,5.51600000,0.00200000,-0.00400000,0,0.065100,0.000500,-0.000500,0,1.860,,,0,4.13000,0.66000,-1.14000,0,62.5388000,0.1782000,-0.1773000
135,DMPP-2 b,DMPP-2,1,1,2019,5.20720000,0.00020000,-0.00550000,0,0.066400,0.000500,-0.000500,0,14.300,,,0,138.89171,9.53490,-18.75197,0,137.9400000,0.6810000,-0.6750000
136,DMPP-3 A b,DMPP-3 A,2,1,2019,6.67320000,0.00110000,-0.00030000,0,0.066200,0.001300,-0.001300,0,1.410,,,0,2.58000,0.35000,-0.58000,0,45.2300000,1.6000000,-1.7200000
137,DMPP-4 b,DMPP-4,1,1,2023,3.49820000,0.00220000,-0.23270000,0,0.048530,0.000360,-0.001970,0,3.530,,,0,12.20000,1.80000,-1.90000,0,25.3284000,0.0382000,-0.0380000
138,DP Leo b,DP Leo,2,1,2009,10220.00000000,730.00000000,-730.00000000,0,8.190000,0.390000,-0.390000,0,12.700,,,0,1995.88832,184.33363,-184.33363,0,305.6840000,33.5540000,-27.6040000
139,DS Tuc A b,DS Tuc A,2,1,2019,8.13826800,0.00001100,-0.00001100,0,,,,,5.700,0.170,-0.170,0,413.17900,,,1,44.0622000,0.0693000,-0.0691000
140,EPIC 201170410.02,EPIC 201170410,1,1,2020,6.79870000,0.00010000,-0.00010000,0,0.034900,0.002700,-0.002200,0,1.047,0.276,-0.257,0,1.15000,,,0,134.0000000,45.8000000,-39.8000000
141,EPIC 201238110 b,EPIC 201238110,1,1,2019,28.16560000,0.00270000,-0.00280000,0,,,,,1.870,0.200,-0.450,0,4.16000,,,0,159.2590000,1.4140000,-1.3900000
142,EPIC 201427007 b,EPIC 201427007,1,1,2021,0.72091000,0.00014000,-0.00014000,0,,,,,1.500,0.200,-0.200,0,2.86000,,,0,706.3910000,16.7900000,-16.7900000
143,EPIC 201497682 b,EPIC 201497682,1,1,2019,2.13174000,0.00022000,-0.00022000,0,,,,,0.692,0.059,-0.048,0,0.26000,,,0,253.0260000,1.6640000,-1.6640000
144,EPIC 201595106 b,EPIC 201595106,1,1,2021,0.87721400,0.00006000,-0.00006000,0,,,,,1.300,0.100,-0.100,0,2.24000,,,0,232.1000000,2.7060000,-2.6460000
145,EPIC 201615463 c,K2-166,1,2,2019,3.80464000,0.00091000,-0.00105000,0,,,,,1.220,0.210,-0.170,0,1.98000,,,0,476.8820000,9.6920000,-9.3210000
146,EPIC 201754305 d,K2-16,1,3,2019,2.71578000,0.00031000,-0.00031000,0,,,,,1.030,0.085,-0.086,0,1.08000,,,0,334.9670000,4.1785000,-4.1785000
147,EPIC 201757695.02,EPIC 201757695,1,1,2020,2.04780000,0.00010000,-0.00010000,0,0.029600,0.000500,-0.000500,0,0.908,0.059,-0.064,0,0.68800,,,0,577.6000000,33.2000000,-29.8000000
148,EPIC 201833600 c,K2-50,1,2,2019,3.96151000,0.00046000,-0.00051000,0,,,,,1.000,0.120,-0.110,0,0.97200,,,0,257.4430000,3.2390000,-3.2390000
149,EPIC 201841433 b,EPIC 201841433,1,1,2019,4.16980000,0.00010000,-0.00010000,0,0.035000,0.000900,-0.001000,0,1.040,0.037,-0.032,0,1.12000,,,0,436.4880000,8.1780010,-7.8880000
150,EPIC 205950854 c,K2-168,1,2,2019,8.05072200,0.00007500,-0.00003800,0,,,,,1.310,0.144,-0.063,0,2.27000,,,0,243.9350000,4.2390000,-4.0990000
151,EPIC 206024342 b,EPIC 206024342,1,3,2019,4.50756000,0.00062000,-0.00060000,0,,,,,1.700,0.590,-0.310,0,3.53000,,,0,369.8880000,4.9900000,-4.8600000
152,EPIC 206024342 c,EPIC 206024342,1,3,2021,0.91172400,0.00007600,-0.00007600,0,,,,,1.400,0.500,-0.500,0,2.54000,,,0,369.8880000,4.9900000,-4.8600000
153,EPIC 206024342 d,EPIC 206024342,1,3,2021,14.64753100,0.00000410,-0.00000410,0,,,,,2.600,0.900,-0.900,0,7.27000,,,0,369.8880000,4.9900000,-4.8600000
154,EPIC 206032309 b,EPIC 206032309,1,1,2019,2.87814000,0.00023000,-0.00026000,0,,,,,1.010,0.240,-0.130,0,1.01000,,,0,161.3650000,1.7930000,-1.7930000
155,EPIC 206042996 b,EPIC 206042996,1,2,2019,5.29860000,0.00060000,-0.00060000,0,,,,,1.700,0.200,-0.200,0,3.53000,,,0,451.7690000,13.9760000,-13.1760000
156,EPIC 206042996 c,EPIC 206042996,1,2,2021,0.35488400,0.00006300,-0.00006300,0,,,,,1.200,0.200,-0.100,0,1.87000,,,0,451.7690000,13.9760000,-13.1760000
157,EPIC 206215704 b,EPIC 206215704,1,1,2019,2.25543600,0.00009100,-0.00009100,0,,,,,1.000,0.100,-0.090,0,0.97200,,,0,109.8880000,1.0800000,-1.0800000
158,EPIC 206317286 b,EPIC 206317286,1,2,2019,1.58252000,0.00017000,-0.00018000,0,,,,,0.960,0.110,-0.150,0,0.84000,,,0,314.3500000,2.9360000,-2.8820000
159,EPIC 206317286 c,EPIC 206317286,1,2,2022,17.51547200,0.00228800,-0.00296500,0,,,,,2.094,0.176,-0.160,0,5.03000,,,0,314.3500000,2.9360000,-2.8820000
160,EPIC 211822797 b,EPIC 211822797,1,1,2016,21.17019630,0.00006620,-0.00006420,0,0.119500,0.010000,-0.025100,0,1.920,0.120,-0.070,0,4.35000,,,0,186.1970000,1.3645000,-1.3645000
161,EPIC 211945201 b,EPIC 211945201,1,1,2018,19.49221000,0.00066600,-0.00065300,0,0.149300,0.001500,-0.001500,0,5.760,0.300,-0.300,0,27.00000,14.00000,-12.60000,0,181.6900000,1.2950000,-1.2770000
162,EPIC 212297394 b,EPIC 212297394,1,2,2019,2.28936300,0.00023200,-0.00025100,0,,,,,1.480,0.130,-0.110,0,2.79000,,,0,418.3950000,7.3530000,-7.1070000
163,EPIC 212297394 c,EPIC 212297394,1,2,2016,5.21396500,0.00044200,-0.00044200,0,,,,,2.270,0.190,-0.140,0,5.77000,,,0,418.3950000,7.3530000,-7.1070000
164,EPIC 212424622 b,EPIC 212424622,1,1,2019,18.09830000,0.00600000,-0.00580000,0,,,,,2.170,0.670,-0.420,0,5.35000,,,0,611.8040000,10.2850000,-9.9560000
165,EPIC 212499991 b,EPIC 212499991,1,1,2019,34.88500000,0.01100000,-0.01000000,0,,,,,1.600,0.130,-0.160,0,3.19000,,,0,283.2900000,2.0430000,-2.0150000
166,EPIC 212587672 b,EPIC 212587672,1,2,2019,15.28078000,0.00012100,-0.00011600,0,,,,,1.260,0.110,-0.090,0,2.13000,,,0,320.0700000,6.3920000,-6.1520000
167,EPIC 212587672 c,EPIC 212587672,1,2,2016,23.22855500,0.00006800,-0.00007100,0,,,,,2.320,0.190,-0.120,0,5.99000,,,0,320.0700000,6.3920000,-6.1520000
168,EPIC 212624936 b,EPIC 212624936,1,2,2021,0.57865700,0.00001600,-0.00001600,0,,,,,1.200,0.300,-0.300,0,1.87000,,,0,561.9290000,8.9130000,-8.6440000
169,EPIC 212624936 c,EPIC 212624936,1,2,2021,11.81143700,0.00011000,-0.00011000,0,,,,,2.300,0.500,-0.500,0,5.90000,,,0,561.9290000,8.9130000,-8.6440000
170,EPIC 212737443 b,EPIC 212737443,1,2,2019,13.60300000,0.00130000,-0.00130000,0,0.098000,0.004000,-0.004000,0,2.586,0.126,-0.126,0,7.20000,,,0,336.2500000,4.7430000,-4.6150000
171,EPIC 212737443 c,EPIC 212737443,1,2,2019,65.55000000,0.00890000,-0.00890000,0,0.280000,0.006000,-0.006000,0,2.690,0.146,-0.146,0,7.70000,,,0,336.2500000,4.7430000,-4.6150000
172,EPIC 220492298 b,EPIC 220492298,1,1,2021,0.76240600,0.00015000,-0.00015000,0,,,,,0.990,0.100,-0.100,0,0.93700,,,0,624.5120000,14.9470000,-14.9470000
173,EPIC 220554210 c,K2-282,1,2,2019,0.70531000,0.00003700,-0.00003700,0,,,,,1.600,0.100,-0.100,0,3.19000,,,0,496.2890000,7.9020000,-7.6630000
174,EPIC 220674823 b,EPIC 220674823,1,2,2016,0.57129200,0.00001200,-0.00001200,0,0.013260,0.000280,-0.000230,0,1.725,0.039,-0.039,0,8.21000,0.76000,-0.74000,0,244.5900000,3.0440000,-2.9720000
175,EPIC 220674823 c,EPIC 220674823,1,2,2016,13.33970000,0.00096000,-0.00096000,0,0.108300,0.002300,-0.001800,0,2.836,0.086,-0.073,0,8.90000,2.40000,-2.40000,0,244.5900000,3.0440000,-2.9720000
176,EPIC 228836835 b,EPIC 228836835,1,1,2021,0.72811300,0.00006300,-0.00006300,0,,,,,1.100,0.300,-0.200,0,1.37000,,,0,150.1240000,1.7990000,-1.7580000
177,EPIC 229004835 b,EPIC 229004835,1,1,2023,16.14113200,0.00001900,-0.00001900,0,0.123700,0.001700,-0.001700,0,2.332,0.080,-0.094,0,10.40000,1.60000,-1.50000,0,121.9710000,0.8790000,-0.8660000
178,EPIC 246851721 b,EPIC 246851721,2,1,2018,6.18023500,0.00001400,-0.00001400,0,0.072290,0.000740,-0.000750,0,11.781,0.493,-0.493,0,953.49000,349.61300,-381.39600,0,372.6320000,19.4560000,-17.6440000
179,EPIC 248847494 b,EPIC 248847494,1,1,2018,3650.00000000,1280.00000000,-1130.00000000,0,4.500000,1.000000,-1.000000,0,12.442,0.785,-0.785,0,4131.79000,,,1,551.8860000,12.7520000,-12.7520000
180,EPIC 249893012 b,EPIC 249893012,1,3,2020,3.59510000,0.00030000,-0.00030000,0,0.047000,0.005000,-0.007000,0,1.950,0.090,-0.080,0,8.75000,1.09000,-1.08000,0,321.2960000,4.1890000,-4.0850000
181,EPIC 249893012 c,EPIC 249893012,1,3,2020,15.62400000,0.00100000,-0.00100000,0,0.130000,0.010000,-0.020000,0,3.670,0.170,-0.140,0,14.67000,1.84000,-1.89000,0,321.2960000,4.1890000,-4.0850000
182,EPIC 249893012 d,EPIC 249893012,1,3,2020,35.74700000,0.00500000,-0.00500000,0,0.220000,0.020000,-0.040000,0,3.940,0.130,-0.120,0,10.18000,2.46000,-2.42000,0,321.2960000,4.1890000,-4.0850000
183,FU Tau b,FU Tau,1,1,2008,,,,,800.000000,,,0,12.200,,,0,5085.28000,,,0,133.4950466,22.9649891,-22.9649891
184,G 196-3 b,G 196-3,1,1,2024,,,,,350.000000,1.000000,-1.000000,0,12.000,,,0,8263.53858,317.82841,-317.82841,0,21.7912000,0.0185500,-0.0185500
185,G 264-012 b,G 264-012,1,2,2021,2.30538000,0.00031000,-0.00031000,0,0.022790,0.000610,-0.000610,0,1.390,,,0,2.50000,0.29000,-0.30000,0,16.0090000,0.0104000,-0.0103000
186,G 264-012 c,G 264-012,1,2,2021,8.05180000,0.00340000,-0.00340000,0,0.052500,0.001400,-0.001400,0,1.760,,,0,3.75000,0.48000,-0.47000,0,16.0090000,0.0104000,-0.0103000
187,G 9-40 b,G 9-40,1,1,2019,5.74599820,0.00000200,-0.00000200,0,0.041800,0.000640,-0.000640,0,1.900,0.065,-0.065,0,4.00000,0.63000,-0.63000,0,27.9276000,0.0451000,-0.0450000
188,GJ 1002 b,GJ 1002,1,2,2022,10.34650000,0.02700000,-0.02700000,0,0.045700,0.001300,-0.001300,0,1.030,,,0,1.08000,0.13000,-0.13000,0,4.8486700,0.0030300,-0.0030400
189,GJ 1002 c,GJ 1002,1,2,2022,21.20200000,0.01300000,-0.01300000,0,0.073800,0.002100,-0.002100,0,1.100,,,0,1.36000,0.17000,-0.17000,0,4.8486700,0.0030300,-0.0030400
190,GJ 1061 b,GJ 1061,1,3,2020,3.20400000,0.00100000,-0.00100000,0,0.021000,0.001000,-0.001000,0,1.100,,,0,1.37000,0.16000,-0.15000,0,3.6727800,0.0008900,-0.0009000
191,GJ 1061 c,GJ 1061,1,3,2020,6.68900000,0.00500000,-0.00500000,0,0.035000,0.001000,-0.001000,0,1.180,,,0,1.74000,0.23000,-0.23000,0,3.6727800,0.0008900,-0.0009000
192,GJ 1061 d,GJ 1061,1,3,2020,13.03100000,0.02500000,-0.03200000,0,0.054000,0.001000,-0.001000,0,1.160,,,0,1.64000,0.24000,-0.23000,0,3.6727800,0.0008900,-0.0009000
193,GJ 1132 b,GJ 1132,1,2,2015,1.62892911,0.00000029,-0.00000030,0,0.015700,0.000130,-0.000130,0,1.192,0.038,-0.045,0,1.83705,0.19070,-0.18752,0,12.6130000,0.0070000,-0.0070000
194,GJ 1132 c,GJ 1132,1,2,2018,8.92900000,0.01000000,-0.01000000,0,0.047600,0.001700,-0.001700,0,1.430,,,0,2.64000,0.44000,-0.44000,0,12.6130000,0.0070000,-0.0070000
195,GJ 1148 b,GJ 1148,1,2,2010,41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,11.900,,,0,96.70000,1.41000,-1.02000,0,11.0143000,0.0064000,-0.0065000
196,GJ 1148 c,GJ 1148,1,2,2017,532.58000000,4.14000000,-2.52000000,0,0.912000,0.005000,-0.002000,0,9.710,,,0,68.06000,4.91000,-2.19000,0,11.0143000,0.0064000,-0.0065000
197,GJ 1151 c,GJ 1151,1,1,2023,389.70000000,5.40000000,-6.50000000,0,0.571400,0.005300,-0.006400,0,3.250,,,0,10.62000,1.31000,-1.47000,0,8.0362500,0.0077200,-0.0077100
198,GJ 1214 b,GJ 1214,1,1,2009,1.58040453,0.00000002,-0.00000002,0,0.015050,0.000110,-0.000110,0,2.733,0.033,-0.031,0,8.41000,0.36000,-0.35000,0,14.6427000,0.0372000,-0.0372000
199,GJ 1252 b,GJ 1252,1,1,2020,0.51823310,0.00000840,-0.00000840,0,0.009150,0.000150,-0.000150,0,1.193,0.074,-0.074,0,1.32000,0.28000,-0.28000,0,20.3730000,0.0192000,-0.0192000
200,GJ 1265 b,GJ 1265,1,1,2018,3.65110000,0.00120000,-0.00120000,0,0.026000,0.001000,-0.001000,0,2.630,,,0,7.40000,0.50000,-0.50000,0,10.2525000,0.0075000,-0.0076000
201,GJ 143 b,GJ 143,1,2,2019,35.61253000,0.00060000,-0.00062000,0,0.191500,0.005800,-0.006300,0,2.610,0.170,-0.160,0,22.70000,2.20000,-1.90000,0,16.3200000,0.0071000,-0.0071000
202,GJ 15 A b,GJ 15 A,2,2,2014,11.44070000,0.00170000,-0.00160000,0,0.072000,0.003000,-0.004000,0,1.550,,,0,3.03000,0.46000,-0.44000,0,3.5622800,0.0005500,-0.0005500
203,GJ 15 A c,GJ 15 A,2,2,2018,7600.00000000,2200.00000000,-1700.00000000,0,5.400000,1.000000,-0.900000,0,6.670,,,0,36.00000,25.00000,-18.00000,0,3.5622800,0.0005500,-0.0005500
204,GJ 160.2 b,GJ 160.2,1,1,2014,5.23540000,0.00270000,-0.00650000,0,0.053000,0.004000,-0.007000,0,3.170,,,0,10.20000,7.20000,-5.90000,0,25.8557000,0.0393000,-0.0391000
205,GJ 163 b,GJ 163,1,3,2013,8.63182000,0.00155000,-0.00155000,0,0.060700,0.000010,-0.000010,0,3.250,,,0,10.60000,0.60000,-0.60000,0,15.1285000,0.0072000,-0.0072000
206,GJ 163 c,GJ 163,1,3,2013,25.63058000,0.02550000,-0.02550000,0,0.125400,0.000100,-0.000100,0,2.500,,,0,6.80000,0.90000,-0.90000,0,15.1285000,0.0072000,-0.0072000
207,GJ 163 d,GJ 163,1,3,2013,603.95116000,7.55862000,-7.55862000,0,1.030400,0.008600,-0.008600,0,5.920,,,0,29.40000,2.90000,-2.90000,0,15.1285000,0.0072000,-0.0072000
208,GJ 179 b,GJ 179,1,1,2009,2288.00000000,59.00000000,-59.00000000,0,2.410000,0.040000,-0.040000,0,13.800,,,0,301.93699,50.85255,-34.96112,0,12.3560000,0.0093000,-0.0093000
209,GJ 180 b,GJ 180,1,3,2014,17.13300000,0.00300000,-0.00300000,0,0.092000,0.003000,-0.003000,0,2.430,,,0,6.49000,0.68000,-0.68000,0,11.9407000,0.0045000,-0.0045000
210,GJ 180 c,GJ 180,1,3,2014,24.32900000,0.05200000,-0.06600000,0,0.129000,0.007000,-0.017000,0,2.410,,,0,6.40000,3.70000,-4.10000,0,11.9407000,0.0045000,-0.0045000
211,GJ 180 d,GJ 180,1,3,2020,106.30000000,0.12900000,-0.12900000,0,0.309000,0.010000,-0.010000,0,2.660,,,0,7.56000,1.07000,-1.07000,0,11.9407000,0.0045000,-0.0045000
212,GJ 2030 b,GJ 2030,1,2,2022,2.38129000,0.00015000,-0.00013000,0,0.034000,0.001000,-0.002000,0,2.030,,,0,4.76743,0.63566,-0.63566,0,37.0788000,0.0647000,-0.0644000
213,GJ 2030 c,GJ 2030,1,2,2022,25533.11353000,2549.01187000,-2322.57168000,0,16.761000,1.294000,-1.337000,0,12.300,,,0,4069.15709,742.12933,-678.88148,0,37.0788000,0.0647000,-0.0644000
214,GJ 2056 b,GJ 2056,1,1,2020,69.97100000,0.06100000,-0.06100000,0,0.283000,0.013000,-0.013000,0,4.170,,,0,16.20000,3.60000,-3.60000,0,28.4434000,0.0234000,-0.0233000
215,GJ 229 A c,GJ 229,2,2,2020,121.93268000,0.06708000,-0.08158000,0,0.384000,0.005000,-0.005000,0,2.870,,,0,8.58137,0.63566,-0.63566,0,5.7562400,0.0015250,-0.0015250
216,GJ 229 b,GJ 229,2,2,2014,579.47495000,1.67942000,-1.41414000,0,1.086000,0.015000,-0.015000,0,3.970,,,0,14.93794,0.95349,-1.27131,0,5.7562400,0.0015250,-0.0015250
217,GJ 238 b,GJ 238,1,1,2024,1.74469990,0.00000190,-0.00000180,0,0.021230,0.000160,-0.000170,0,0.566,0.014,-0.014,0,0.12600,,,0,15.2142000,0.0071000,-0.0072000
218,GJ 251 b,GJ 251,1,1,2020,14.23800000,0.00200000,-0.00200000,0,0.081800,0.001100,-0.001200,0,1.830,,,0,4.00000,0.40000,-0.40000,0,5.5805700,0.0019800,-0.0019800
219,GJ 27.1 b,GJ 27.1,1,1,2014,15.81900000,0.02300000,-0.02600000,0,0.101000,0.009000,-0.013000,0,3.660,,,0,13.00000,4.10000,-6.60000,0,23.6062000,0.0256500,-0.0256500
220,GJ 273 b,GJ 273,1,2,2017,18.64980000,0.00590000,-0.00520000,0,0.091101,0.000019,-0.000017,0,1.510,,,0,2.89000,0.27000,-0.26000,0,5.9215350,0.0206332,-0.0206332
221,GJ 273 c,GJ 273,1,2,2017,4.72340000,0.00040000,-0.00040000,0,0.036467,0.000002,-0.000002,0,1.060,,,0,1.18000,0.16000,-0.16000,0,5.9215350,0.0206332,-0.0206332
222,GJ 3021 b,GJ 3021,2,1,2000,133.71000000,0.20000000,-0.20000000,0,0.490000,,,0,13.100,,,0,1071.04000,28.60000,-28.60000,0,17.5559000,0.0073000,-0.0073000
223,GJ 3082 b,GJ 3082,1,1,2020,11.94900000,0.02200000,-0.02200000,0,0.079000,0.003000,-0.003000,0,2.790,,,0,8.20000,1.70000,-1.70000,0,16.6186000,0.0074500,-0.0074500
224,GJ 3090 b,GJ 3090,1,1,2022,2.85310540,0.00000230,-0.00000230,0,0.031650,0.000270,-0.000270,0,2.130,0.110,-0.110,0,3.34000,0.72000,-0.72000,0,22.4751000,0.0260500,-0.0260500
225,GJ 3138 b,GJ 3138,1,3,2017,1.22003000,0.00006000,-0.00004000,0,0.019700,0.000500,-0.000500,0,1.180,,,0,1.78000,0.34000,-0.33000,0,28.4712000,0.0350500,-0.0350500
226,GJ 3138 c,GJ 3138,1,3,2017,5.97400000,0.00100000,-0.00100000,0,0.057000,0.001000,-0.001000,0,1.880,,,0,4.18000,0.61000,-0.59000,0,28.4712000,0.0350500,-0.0350500
227,GJ 3138 d,GJ 3138,1,3,2017,257.80000000,3.60000000,-3.50000000,0,0.698000,0.018000,-0.019000,0,3.230,,,0,10.50000,2.30000,-2.10000,0,28.4712000,0.0350500,-0.0350500
228,GJ 317 b,GJ 317,1,2,2007,695.66000000,0.35500000,-0.35500000,0,1.151000,0.018000,-0.018000,0,13.300,,,0,794.50000,222.50000,-127.10000,0,15.1968000,0.0130000,-0.0129000
229,GJ 317 c,GJ 317,1,2,2018,6739.32300000,143.10600000,-143.10600000,0,5.230000,0.111000,-0.111000,0,13.500,,,0,522.50000,19.10000,-19.10000,0,15.1968000,0.0130000,-0.0129000
230,GJ 3222 b,GJ 3222,2,1,2022,10.66669000,0.00285000,-0.00231000,0,0.091000,0.004000,-0.004000,0,3.400,,,0,11.44182,3.49611,-1.90697,0,18.2381700,,
231,GJ 328 b,GJ 328,1,2,2013,3771.00000000,17.00000000,-17.00000000,0,4.110000,0.160000,-0.180000,0,13.300,,,0,797.74930,73.10053,-73.10053,0,20.5266000,0.0168500,-0.0168500
232,GJ 328 c,GJ 328,1,2,2023,241.80000000,1.30000000,-1.70000000,0,0.657000,0.026000,-0.028000,0,4.910,,,0,21.40000,3.40000,-3.20000,0,20.5266000,0.0168500,-0.0168500
233,GJ 3293 b,GJ 3293,1,4,2015,30.59870000,0.00830000,-0.00840000,0,0.143390,0.000030,-0.000030,0,5.190,,,0,23.54000,0.88000,-0.89000,0,20.1903000,0.0216000,-0.0216000
234,GJ 3293 c,GJ 3293,1,4,2015,122.61960000,0.24290000,-0.23710000,0,0.361750,0.000480,-0.000470,0,4.870,,,0,21.09000,1.24000,-1.26000,0,20.1903000,0.0216000,-0.0216000
235,GJ 3293 d,GJ 3293,1,4,2017,48.13450000,0.06280000,-0.06610000,0,0.193940,0.000170,-0.000180,0,2.670,,,0,7.60000,1.05000,-1.05000,0,20.1903000,0.0216000,-0.0216000
236,GJ 3293 e,GJ 3293,1,4,2017,13.25430000,0.00780000,-0.01040000,0,0.082080,0.000030,-0.000040,0,1.630,,,0,3.28000,0.64000,-0.64000,0,20.1903000,0.0216000,-0.0216000
237,GJ 3323 b,GJ 3323,1,2,2017,5.36360000,0.00070000,-0.00070000,0,0.032820,0.000540,-0.000560,0,1.230,,,0,2.02000,0.26000,-0.25000,0,5.3748400,0.0017200,-0.0017200
238,GJ 3323 c,GJ 3323,1,2,2017,40.54000000,0.21000000,-0.19000000,0,0.126400,0.002100,-0.002200,0,1.320,,,0,2.31000,0.50000,-0.49000,0,5.3748400,0.0017200,-0.0017200
239,GJ 3341 b,GJ 3341,1,1,2015,14.20700000,0.00700000,-0.00700000,0,0.089000,,,0,2.460,,,0,6.60000,0.10000,-0.10000,0,23.6190000,0.0291000,-0.0290000
240,GJ 338 B b,GJ 338 B,2,1,2020,24.42200000,0.01400000,-0.01400000,0,0.142000,0.005000,-0.005000,0,3.250,,,0,10.60000,1.20000,-1.20000,0,6.3325600,0.0016700,-0.0016800
241,GJ 3470 b,GJ 3470,1,1,2012,3.33664960,0.00000390,-0.00000330,0,0.035500,0.001900,-0.001900,0,4.570,0.180,-0.180,0,13.90000,1.50000,-1.50000,0,29.4214000,0.0508000,-0.0507000
242,GJ 3473 b,GJ 3473,2,2,2020,1.19800350,0.00000180,-0.00000190,0,0.015890,0.000620,-0.000620,0,1.264,0.050,-0.049,0,1.86000,0.30000,-0.30000,0,27.3644000,0.0376000,-0.0376000
243,GJ 3473 c,GJ 3473,2,2,2020,15.50900000,0.03300000,-0.03300000,0,0.087600,0.003500,-0.003400,0,2.630,,,0,7.41000,0.91000,-0.86000,0,27.3644000,0.0376000,-0.0376000
244,GJ 3512 b,GJ 3512,1,2,2019,203.69000000,0.09000000,-0.02000000,0,0.337000,0.001000,-0.001000,0,14.300,,,0,146.20107,6.35657,-3.17828,0,9.4863700,0.0085700,-0.0085600
245,GJ 3512 c,GJ 3512,1,2,2020,1599.60000000,1.10000000,-0.80000000,0,1.292000,0.003000,-0.003000,0,9.320,,,0,63.56568,3.17828,-3.17828,0,9.4863700,0.0085700,-0.0085600
246,GJ 357 b,GJ 357,1,3,2019,3.93060000,0.00000200,-0.00000200,0,0.036000,0.000400,-0.000400,0,1.200,0.060,-0.060,0,1.84000,0.31000,-0.31000,0,9.4418100,0.0051100,-0.0051100
247,GJ 357 c,GJ 357,1,3,2019,9.12470000,0.00110000,-0.00100000,0,0.061000,0.004000,-0.004000,0,1.660,,,0,3.40000,0.46000,-0.46000,0,9.4418100,0.0051100,-0.0051100
248,GJ 357 d,GJ 357,1,3,2019,55.66100000,0.05500000,-0.05500000,0,0.204000,0.015000,-0.015000,0,2.340,,,0,6.10000,1.00000,-1.00000,0,9.4418100,0.0051100,-0.0051100
249,GJ 3634 b,GJ 3634,1,1,2010,2.64561000,0.00066000,-0.00066000,0,0.028700,0.001000,-0.001100,0,2.830,,,0,8.40000,4.00000,-1.50000,0,20.3779000,0.0316500,-0.0316500
250,GJ 367 b,GJ 367,1,3,2021,0.32192250,0.00000020,-0.00000020,0,0.007090,0.000270,-0.000270,0,0.699,0.024,-0.024,0,0.63300,0.05000,-0.05000,0,9.4126300,0.0028350,-0.0028350
251,GJ 367 c,GJ 367,1,3,2023,11.53010000,0.00780000,-0.00780000,0,,,,,1.860,,,0,4.13000,0.36000,-0.36000,0,9.4126300,0.0028350,-0.0028350
252,GJ 367 d,GJ 367,1,3,2023,34.36900000,0.07300000,-0.07300000,0,,,,,2.330,,,0,6.03000,0.49000,-0.49000,0,9.4126300,0.0028350,-0.0028350
253,GJ 3779 b,GJ 3779,1,1,2018,3.02320000,0.00130000,-0.00130000,0,0.026000,0.001000,-0.001000,0,2.750,,,0,8.00000,0.50000,-0.50000,0,13.7430000,0.0117000,-0.0116000
254,GJ 3929 b,GJ 3929,1,2,2022,2.61623500,0.00000500,-0.00000500,0,0.025200,0.000500,-0.000500,0,1.090,0.040,-0.040,0,1.75000,0.44000,-0.45000,0,15.8095000,0.0096000,-0.0095000
255,GJ 3929 c,GJ 3929,1,2,2022,15.04000000,0.03000000,-0.03000000,0,0.081000,0.002000,-0.002000,0,2.260,,,0,5.71000,0.94000,-0.94000,0,15.8095000,0.0096000,-0.0095000
